lemma,token,tag,morph,picto,picto_bw
10:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_35.png
10:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_40.png
10:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_45.png
10:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_50.png
10:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_55.png
11:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_00.png
11:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_05.png
11:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_10.png
11:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_15.png
11:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_20.png
11:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_25.png
11:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_30.png
11:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_35.png
11:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_40.png
11:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_45.png
11:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_50.png
11:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_55.png
12:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_00.png
12:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_05.png
12:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_10.png
12:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_15.png
12:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_20.png
12:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_25.png
12:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_30.png
12:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_35.png
12:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_40.png
12:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_45.png
12:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_50.png
12:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_12_55.png
13:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_00.png
13:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_05.png
13:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_10.png
13:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_15.png
13:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_20.png
13:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_25.png
13:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_30.png
13:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_35.png
13:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_40.png
13:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_45.png
13:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_50.png
13:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_55.png
14:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_00.png
14:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_05.png
14:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_10.png
14:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_15.png
14:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_20.png
14:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_25.png
14:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_30.png
14:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_35.png
14:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_40.png
14:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_45.png
14:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_50.png
14:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_55.png
15:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_00.png
15:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_05.png
15:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_10.png
15:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_15.png
15:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_20.png
15:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_25.png
15:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_30.png
15:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_35.png
15:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_40.png
15:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_45.png
15:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_50.png
15:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_55.png
16:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_00.png
16:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_05.png
16:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_10.png
16:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_15.png
16:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_20.png
16:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_25.png
16:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_30.png
16:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_35.png
16:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_40.png
16:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_45.png
16:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_50.png
16:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_55.png
17:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_00.png
17:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_05.png
17:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_10.png
17:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_15.png
17:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_20.png
17:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_25.png
17:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_30.png
17:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_35.png
17:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_40.png
17:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_45.png
17:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_50.png
17:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_55.png
18:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_00.png
18:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_05.png
18:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_10.png
18:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_15.png
18:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_20.png
18:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_25.png
18:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_30.png
18:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_35.png
18:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_40.png
18:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_45.png
18:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_50.png
18:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_55.png
19:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_00.png
19:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_05.png
19:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_10.png
19:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_15.png
19:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_20.png
19:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_25.png
19:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_30.png
19:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_35.png
19:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_40.png
19:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_45.png
19:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_50.png
19:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_55.png
20:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_00.png
20:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_05.png
20:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_10.png
20:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_15.png
20:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_20.png
20:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_25.png
20:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_30.png
20:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_35.png
20:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_40.png
20:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_45.png
20:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_50.png
20:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_55.png
21:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_00.png
21:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_05.png
21:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_10.png
21:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_15.png
21:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_20.png
21:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_25.png
21:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_30.png
21:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_35.png
21:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_40.png
21:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_45.png
